id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN6397,Vista Veranda,Shanghai,170,Luxury,60000,"Onsen, Bar, Business Center, Fitness Center, Room Service, Parking",Full Board,Veg,False,4008,907,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,12:00
JPN6398,Central Plaza Suites,Stockholm,83,Luxury,37000,"Bar, Wi-Fi, Restaurant, Fitness Center, Business Center",Full Board,Jain,False,878,691,3,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,10:00
JPN6399,Mountain View Lodge,Warsaw,241,Premium,24000,"Parking, Fitness Center, Wi-Fi",Full Board,Both,False,1358,503,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,11:00
JPN6400,Sunset Boulevard Hotel,Istanbul,147,Premium,26000,"Pet-friendly, Room Service, Business Center",Half Board,Non veg without Beef,True,3037,358,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,11:00
JPN6401,Ocean Pearl Inn,Istanbul,134,Standard,12000,"Parking, Fitness Center, Spa, Restaurant, Free Breakfast, Bar",Bed & Breakfast,Jain,True,1310,133,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN6402,Lakeside Retreat,Los Angeles,211,Standard,15000,"Restaurant, Parking, Business Center, Bar, Wi-Fi",All-Inclusive,Vegan,False,1921,362,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,11:00
JPN6403,Royal Garden Hotel,Beijing,109,Standard,15000,"Parking, Bar, Restaurant, Onsen, Fitness Center, Pet-friendly",Half Board,Veg,False,1771,229,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,10:00
JPN6404,Sunset Boulevard Hotel,London,257,Premium,27000,"Fitness Center, Spa, Restaurant, Free Breakfast",Half Board,Jain,True,1926,116,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,12:00
JPN6405,Lakeside Retreat,Kuala Lumpur,134,Budget,10000,"Parking, Fitness Center, Business Center, Pet-friendly",Half Board,Non veg without Beef,False,909,586,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN6406,Palm Grove Resort,Moscow,156,Luxury,50000,"Business Center, Onsen, Room Service",Room Only,,True,4381,310,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,10:00
JPN6407,The Heritage Palace,Istanbul,159,Standard,12000,"Wi-Fi, Free Breakfast, Business Center",Half Board,Vegan,False,1808,116,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN6408,Hilltop Luxury Inn,Lisbon,141,Premium,27000,"Onsen, Bar, Free Breakfast",Bed & Breakfast,Both,True,3187,638,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,11:00
JPN6409,Central Plaza Suites,Cape Town,257,Budget,7000,"Wi-Fi, Bar, Fitness Center, Parking, Room Service, Restaurant",Bed & Breakfast,Non Veg,True,1780,367,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN6410,Urban Oasis Hotel,Amsterdam,295,Premium,26000,"Onsen, Pet-friendly, Parking",All-Inclusive,Vegan,True,1552,340,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,12:00
JPN6411,Skyline Towers,Stockholm,138,Standard,12000,"Spa, Pet-friendly, Fitness Center, Bar, Restaurant, Business Center",Bed & Breakfast,Veg,False,1538,135,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,11:00
JPN6412,The Heritage Palace,Prague,144,Budget,12000,"Onsen, Business Center, Pet-friendly",Full Board,Jain,False,1890,555,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,11:00
JPN6413,Urban Oasis Hotel,Brussels,22,Standard,15000,"Spa, Bar, Free Breakfast, Parking",All-Inclusive,Jain,True,2267,262,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,11:00
JPN6414,City Lights Inn,Rome,120,Standard,14000,"Free Breakfast, Restaurant, Pet-friendly",Half Board,Non Veg,False,4277,57,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,12:00
JPN6415,Royal Garden Hotel,Toronto,67,Budget,10000,"Onsen, Spa, Pet-friendly",Half Board,Non veg without Beef,False,3542,579,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,11:00
JPN6416,Sunset Boulevard Hotel,Zurich,207,Standard,20000,"Bar, Restaurant, Fitness Center, Onsen, Wi-Fi, Pet-friendly",All-Inclusive,Non Veg,False,1617,991,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,11:00
JPN6417,Skyline Towers,Mumbai,253,Budget,9000,"Wi-Fi, Room Service, Free Breakfast, Parking, Bar, Onsen",All-Inclusive,Jain,False,4633,803,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN6418,The Heritage Palace,Mexico City,104,Standard,15000,"Restaurant, Spa, Fitness Center, Free Breakfast",All-Inclusive,Both,True,3159,312,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,12:00
JPN6419,Metropolitan Grand,Mumbai,267,Premium,23000,"Fitness Center, Wi-Fi, Pet-friendly, Free Breakfast, Bar",Full Board,Veg,False,610,394,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN6420,Palm Grove Resort,Tokyo,266,Budget,6000,"Free Breakfast, Onsen, Business Center, Parking, Restaurant, Spa",Half Board,Non Veg,False,1385,244,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,11:00
JPN6421,Hilltop Luxury Inn,Barcelona,123,Standard,15000,"Fitness Center, Bar, Wi-Fi, Pet-friendly, Spa, Onsen",Half Board,Jain,True,947,665,3,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,10:00
JPN6422,Azure Coast Retreat,Zurich,151,Premium,28000,"Parking, Bar, Spa, Onsen, Fitness Center, Restaurant",Room Only,,True,1237,104,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN6423,The Heritage Palace,Hong Kong,28,Budget,9000,"Restaurant, Wi-Fi, Parking, Bar, Business Center",All-Inclusive,Non veg without Beef,True,168,630,2,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,10:00
JPN6424,Lakeside Retreat,New York,25,Standard,15000,"Restaurant, Parking, Fitness Center, Business Center, Bar, Room Service",All-Inclusive,Non veg without Beef,True,976,84,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,11:00
JPN6425,Golden Bay Resort,Beijing,90,Budget,5000,"Parking, Free Breakfast, Fitness Center, Wi-Fi, Room Service, Onsen",All-Inclusive,Non veg without Beef,False,2517,838,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,10:00
JPN6426,City Lights Inn,Istanbul,91,Premium,21000,"Onsen, Business Center, Fitness Center, Restaurant, Pet-friendly",Half Board,Vegan,True,665,381,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,11:00
JPN6427,Hilltop Luxury Inn,Tokyo,177,Standard,16000,"Room Service, Pet-friendly, Parking, Wi-Fi, Bar",All-Inclusive,Non Veg,False,2573,461,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,11:00
JPN6428,Central Plaza Suites,Budapest,24,Budget,10000,"Free Breakfast, Restaurant, Fitness Center",Full Board,Both,False,3574,131,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,11:00
JPN6429,Ocean Pearl Inn,Vienna,134,Premium,28000,"Wi-Fi, Parking, Fitness Center, Room Service",All-Inclusive,Non Veg,True,476,393,3,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,10:00
JPN6430,Hilltop Luxury Inn,Tokyo,247,Premium,30000,"Pet-friendly, Bar, Parking, Onsen, Restaurant",Half Board,Both,True,2966,119,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,12:00
JPN6431,The Grand Palace,Tokyo,49,Standard,13000,"Pet-friendly, Free Breakfast, Bar, Wi-Fi, Onsen",Full Board,Non Veg,False,1495,496,4,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,11:00
JPN6432,The Heritage Palace,Dubai,219,Budget,9000,"Parking, Free Breakfast, Bar, Fitness Center, Business Center, Pet-friendly",All-Inclusive,Jain,True,624,181,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,12:00
JPN6433,Skyline Towers,Warsaw,233,Budget,5000,"Free Breakfast, Parking, Restaurant, Room Service",Room Only,,True,116,24,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,10:00
JPN6434,Mountain View Lodge,Paris,211,Premium,26000,"Room Service, Bar, Onsen, Free Breakfast",Full Board,Non veg without Beef,False,341,574,2,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,12:00
JPN6435,Royal Garden Hotel,New York,52,Premium,25000,"Wi-Fi, Parking, Free Breakfast",Half Board,Jain,True,1901,289,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,12:00
JPN6436,Royal Garden Hotel,Dubai,166,Budget,11000,"Free Breakfast, Business Center, Spa, Room Service, Restaurant",Full Board,Jain,False,2366,238,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,10:00
JPN6437,The Heritage Palace,Mexico City,181,Standard,18000,"Restaurant, Onsen, Room Service",All-Inclusive,Non Veg,True,1584,120,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,12:00
JPN6438,Ocean Pearl Inn,Stockholm,8,Budget,7000,"Room Service, Restaurant, Fitness Center, Business Center, Wi-Fi",All-Inclusive,Non Veg,True,1575,109,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,11:00
JPN6439,Forest Glade Resort,Kuala Lumpur,293,Premium,28000,"Spa, Parking, Fitness Center, Onsen, Wi-Fi",All-Inclusive,Vegan,True,177,417,2,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,10:00
JPN6440,Ocean Pearl Inn,Mexico City,133,Standard,12000,"Pet-friendly, Onsen, Room Service, Fitness Center, Wi-Fi",Half Board,Both,True,697,414,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,10:00
JPN6441,Royal Garden Hotel,Buenos Aires,156,Standard,17000,"Fitness Center, Room Service, Parking",Full Board,Jain,False,1235,807,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN6442,Azure Coast Retreat,Buenos Aires,218,Budget,6000,"Business Center, Spa, Free Breakfast",Bed & Breakfast,Jain,True,2173,846,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
JPN6443,Urban Oasis Hotel,Prague,145,Budget,5000,"Spa, Fitness Center, Room Service, Bar",Full Board,Both,True,3151,414,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,10:00
JPN6444,Seaside Serenity Resort,Toronto,59,Standard,20000,"Fitness Center, Free Breakfast, Spa, Business Center, Wi-Fi, Pet-friendly",Half Board,Vegan,False,1430,380,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,12:00
JPN6445,Metropolitan Grand,Kuala Lumpur,283,Budget,12000,"Spa, Restaurant, Onsen, Free Breakfast",Bed & Breakfast,Both,False,4980,265,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,11:00
JPN6446,City Lights Inn,Stockholm,35,Budget,9000,"Onsen, Room Service, Business Center, Parking",Full Board,Both,False,4023,518,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,12:00
JPN6447,The Grand Palace,Hong Kong,59,Budget,11000,"Free Breakfast, Spa, Onsen, Wi-Fi, Business Center",Half Board,Veg,True,1405,614,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,10:00
JPN6448,Mountain View Lodge,Cairo,286,Premium,23000,"Bar, Parking, Spa, Pet-friendly, Business Center, Restaurant",Bed & Breakfast,Non veg without Beef,False,3696,79,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,10:00
JPN6449,The Heritage Palace,Los Angeles,81,Standard,12000,"Pet-friendly, Onsen, Wi-Fi",Full Board,Both,False,3089,140,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,11:00
JPN6450,Pine Hill Haven,Marrakech,138,Budget,10000,"Spa, Fitness Center, Free Breakfast, Onsen, Parking, Pet-friendly",Bed & Breakfast,Both,False,2019,990,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,10:00
JPN6451,Ocean Pearl Inn,Singapore,179,Standard,12000,"Fitness Center, Onsen, Spa, Free Breakfast, Restaurant",All-Inclusive,Vegan,True,1445,869,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,11:00
JPN6452,Golden Bay Resort,Singapore,274,Premium,27000,"Wi-Fi, Restaurant, Pet-friendly",Half Board,Both,False,695,857,3,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,11:00
JPN6453,Lakeside Retreat,Singapore,144,Premium,26000,"Fitness Center, Onsen, Room Service, Pet-friendly, Parking",Bed & Breakfast,Non veg without Beef,False,65,919,1,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,11:00
JPN6454,Golden Bay Resort,Dubai,263,Budget,12000,"Pet-friendly, Onsen, Free Breakfast, Room Service",Half Board,Vegan,True,383,378,3,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,11:00
JPN6455,Skyline Towers,Paris,109,Budget,6000,"Fitness Center, Wi-Fi, Parking, Spa",Half Board,Non veg without Beef,False,206,452,2,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,11:00
JPN6456,City Lights Inn,Beijing,246,Budget,9000,"Pet-friendly, Free Breakfast, Parking, Restaurant, Bar, Spa",Room Only,,False,4469,680,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN6457,Pine Hill Haven,Shanghai,249,Luxury,34000,"Wi-Fi, Room Service, Fitness Center, Pet-friendly, Onsen",All-Inclusive,Non Veg,False,1444,763,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,12:00
JPN6458,Forest Glade Resort,Shanghai,280,Budget,5000,"Fitness Center, Onsen, Spa, Parking",Room Only,,False,3753,939,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,11:00
JPN6459,Lakeside Retreat,Zurich,195,Premium,22000,"Business Center, Wi-Fi, Fitness Center",Half Board,Non veg without Beef,True,4947,332,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,10:00
JPN6460,Skyline Towers,Singapore,82,Budget,10000,"Wi-Fi, Restaurant, Pet-friendly, Onsen, Parking",All-Inclusive,Jain,True,78,58,3,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN6461,Pine Hill Haven,San Francisco,234,Standard,15000,"Spa, Wi-Fi, Bar, Free Breakfast",Half Board,Both,True,1113,164,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,12:00
JPN6462,Hilltop Luxury Inn,Mexico City,183,Premium,29000,"Bar, Onsen, Pet-friendly, Room Service",Room Only,,True,389,114,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,12:00
JPN6463,Ocean Pearl Inn,San Francisco,6,Standard,14000,"Free Breakfast, Spa, Bar, Onsen",Full Board,Vegan,True,3461,176,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN6464,Skyline Towers,Bangkok,260,Standard,17000,"Bar, Fitness Center, Wi-Fi, Free Breakfast, Restaurant, Business Center",Bed & Breakfast,Non Veg,True,1071,988,3,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN6465,Central Plaza Suites,Barcelona,134,Premium,23000,"Fitness Center, Parking, Spa, Wi-Fi, Room Service",Bed & Breakfast,Jain,False,4633,194,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,11:00
